record_id,plant_scientific_name,plant_common_name,plant_family,primary_alkaloid,primary_flavonoid,primary_terpenoid,primary_glycoside,alkaloid_pct,flavonoid_pct,terpenoid_pct,glycoside_pct,concentration_std,geographic_origin,latitude,longitude,altitude,collection_year,harvest_month,measurement_method,temperature,rainfall,soil_pH,soil_N,soil_P,soil_K,reference_pmid,reference_year
727,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Allicin,Allixin glucoside,0.8859,3.4127,1.9252,1.8534,0.166,"Bhopal, Madhya Pradesh",23.8593,78.0386,552.5,2022,9,HPLC,26.8,1567.8,6.46,98.5,20.3,186.9,24428758,2021
728,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Ajoene,Allixin glucoside,0.8192,2.8102,1.1104,1.4582,0.333,"Bhopal, Madhya Pradesh",23.4999,78.3164,412.0,2005,2,HPLC,20.7,1025.3,6.57,95.8,21.1,193.0,24084239,2005
729,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Diallyl disulfide,Allixin glucoside,0.8683,2.3362,1.3697,1.9498,0.13,"Bhopal, Madhya Pradesh",23.9033,78.0313,406.1,2011,2,GC-MS,22.9,869.8,6.66,80.4,10.9,136.5,24232962,2009
730,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Ajoene,Allixin glucoside,0.656,3.8891,1.6242,1.4866,0.186,"Bhopal, Madhya Pradesh",23.1307,78.1518,459.9,2021,10,GC-MS,22.2,972.9,6.69,81.7,18.3,193.4,24249785,2021
731,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Ajoene,Allixin glucoside,1.1479,3.7936,1.8464,1.567,0.264,"Bhopal, Madhya Pradesh",24.1133,77.7076,531.3,2010,6,GC-MS,29.3,1509.5,6.91,96.4,22.3,223.0,24342589,2009
732,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Diallyl disulfide,Allixin glucoside,0.817,2.3426,1.499,1.5535,0.152,"Bhopal, Madhya Pradesh",23.9016,78.3566,557.7,2011,2,GC-MS,22.5,781.8,6.79,84.7,21.4,211.6,24367598,2011
733,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Ajoene,Allixin glucoside,0.8134,2.4827,1.3181,1.6662,0.44,"Bhopal, Madhya Pradesh",23.6563,78.0727,424.3,2013,11,HPTLC,22.8,922.7,7.15,90.8,28.4,228.0,24075701,2013
734,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Ajoene,Allixin glucoside,0.7811,2.9313,2.2218,1.6957,0.495,"Bhopal, Madhya Pradesh",23.5864,78.0021,402.3,2020,7,HPLC,31.5,1624.2,7.11,85.5,17.5,165.0,24265963,2018
735,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Ajoene,Allixin glucoside,0.7899,2.4608,1.9256,1.5404,0.332,"Bhopal, Madhya Pradesh",23.1866,78.3074,401.9,2007,10,HPLC,23.9,1327.4,7.13,64.4,21.6,148.7,24067579,2007
736,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Diallyl disulfide,Allixin glucoside,0.8187,3.2085,1.5694,1.475,0.13,"Bhopal, Madhya Pradesh",23.2036,77.9062,546.0,2016,3,HPLC,26.5,794.4,7.32,89.3,11.7,189.7,24532392,2016
737,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Ajoene,Allixin glucoside,0.7197,3.1719,1.75,2.1007,0.112,"Ahmedabad, Gujarat",23.3159,72.4517,10.0,2014,9,HPLC,30.9,674.8,7.5,68.2,20.4,151.7,29158694,2012
738,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Diallyl disulfide,Allixin glucoside,0.9749,3.7804,2.4204,1.3398,0.472,"Ahmedabad, Gujarat",23.1474,72.7869,74.6,2023,8,HPLC-MS,30.5,715.6,7.74,73.0,13.5,186.1,29252923,2021
739,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Allicin,Allixin glucoside,0.6572,2.8713,1.8292,1.725,0.182,"Ahmedabad, Gujarat",22.7854,72.6652,33.1,2015,11,HPLC,25.3,512.4,8.18,91.9,17.6,181.1,29117242,2014
740,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Ajoene,Allixin glucoside,0.9634,3.2654,1.991,1.346,0.263,"Ahmedabad, Gujarat",23.5967,73.109,10.0,2005,6,GC-MS,33.6,787.1,7.87,48.3,11.0,160.2,28996737,2005
741,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Diallyl disulfide,Allixin glucoside,0.7487,2.9054,2.0901,1.6366,0.462,"Ahmedabad, Gujarat",23.2538,72.7409,10.0,2009,6,UV-Vis Spectroscopy,30.3,753.1,7.94,62.7,18.5,174.9,29011647,2007
742,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Ajoene,Allixin glucoside,0.913,3.5025,1.9231,1.6726,0.125,"Ahmedabad, Gujarat",23.0511,72.639,10.0,2020,10,HPLC-MS,27.3,518.7,7.65,64.0,11.9,169.0,28990630,2018
743,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Allicin,Allixin glucoside,0.9031,2.933,1.9247,1.5613,0.299,"Ahmedabad, Gujarat",23.4202,72.6392,57.2,2022,10,GC-MS,24.8,556.5,7.96,85.7,22.3,116.7,29277444,2021
744,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Diallyl disulfide,Allixin glucoside,0.9306,3.3618,2.121,1.5264,0.487,"Ahmedabad, Gujarat",22.5296,73.3876,41.6,2013,6,HPLC,30.5,748.9,7.23,64.9,16.9,155.3,29116665,2013
745,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Allicin,Allixin glucoside,0.9057,2.7732,1.7588,1.5045,0.143,"Ahmedabad, Gujarat",23.1838,72.5751,34.0,2010,5,HPLC-MS,29.8,779.7,7.58,79.5,5.9,197.3,29303021,2009
746,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Diallyl disulfide,Allixin glucoside,0.793,2.925,1.8759,1.8889,0.312,"Ahmedabad, Gujarat",23.0376,73.2592,110.1,2008,11,UV-Vis Spectroscopy,25.3,479.5,7.58,57.8,17.0,161.6,29054821,2007
747,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Ajoene,Allixin glucoside,0.6746,3.0003,1.9987,1.6662,0.423,"Ahmedabad, Gujarat",22.9747,72.6542,143.3,2006,9,GC-MS,28.8,622.3,6.98,56.6,13.5,120.6,28991789,2005
748,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Ajoene,Allixin glucoside,0.7557,2.4476,1.235,1.6341,0.349,"Ahmedabad, Gujarat",22.6675,72.8117,54.9,2019,1,HPLC-MS,22.0,225.8,7.68,79.1,23.1,206.7,28958217,2018
749,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Ajoene,Allixin glucoside,0.7723,2.5041,1.7597,1.4647,0.295,"Ahmedabad, Gujarat",23.36,72.1392,139.4,2010,5,HPTLC,31.6,623.3,7.71,67.9,12.0,187.5,29304861,2009
750,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Diallyl disulfide,Allixin glucoside,0.6873,2.5162,1.2171,1.9374,0.167,"Ahmedabad, Gujarat",23.1087,72.011,21.2,2020,11,HPTLC,25.3,494.7,7.65,61.3,15.3,192.6,29423516,2018
751,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Ajoene,Allixin glucoside,1.0418,3.5574,2.0619,1.5103,0.442,"Ahmedabad, Gujarat",22.5188,72.5111,78.4,2009,7,HPTLC,31.5,776.8,7.63,77.1,24.7,167.6,29437644,2009
752,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Diallyl disulfide,Allixin glucoside,0.8376,2.9913,1.8823,1.387,0.166,"Ahmedabad, Gujarat",23.1958,73.303,31.1,2009,4,HPLC,28.2,585.1,7.8,76.0,19.8,198.9,29316117,2009
753,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Ajoene,Allixin glucoside,0.7621,2.6933,1.0353,2.0303,0.336,"Chandigarh, Punjab",30.3549,76.9988,376.7,2020,12,HPLC-MS,20.6,352.2,7.21,84.4,18.1,157.3,28599802,2019
754,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Allicin,Allixin glucoside,1.0791,2.5441,1.7817,1.6567,0.176,"Chandigarh, Punjab",31.0316,76.8037,308.8,2014,5,GC-MS,25.7,819.5,7.41,100.4,33.6,179.3,28321468,2013
755,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Diallyl disulfide,Allixin glucoside,0.9774,2.8755,1.4502,1.5582,0.174,"Chandigarh, Punjab",30.5085,76.6852,383.7,2009,5,HPLC,27.1,769.9,7.11,78.9,26.3,184.5,28542228,2007
756,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Allicin,Allixin glucoside,0.7236,2.3456,1.4859,1.8222,0.11,"Chandigarh, Punjab",30.838,76.5585,352.7,2023,1,HPLC-MS,18.7,356.5,7.77,69.0,19.6,233.6,28421517,2023
757,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Diallyl disulfide,Allixin glucoside,0.9471,2.0106,1.4642,1.7234,0.367,"Chandigarh, Punjab",30.8814,76.8055,280.7,2017,2,HPLC,18.4,452.5,7.61,74.7,28.6,178.2,28432931,2017
758,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Diallyl disulfide,Allixin glucoside,0.8677,3.5303,1.6674,1.555,0.114,"Chandigarh, Punjab",30.8961,76.7858,301.7,2009,9,UV-Vis Spectroscopy,26.9,714.9,7.25,94.1,20.9,173.4,28501938,2007
759,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Ajoene,Allixin glucoside,0.8061,2.294,1.6328,1.7747,0.23,"Chandigarh, Punjab",30.6544,76.5692,319.9,2022,11,HPLC,21.2,427.1,8.0,82.1,19.6,140.3,28324299,2020
760,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Allicin,Allixin glucoside,0.9591,3.2087,1.8112,1.3713,0.115,"Chandigarh, Punjab",31.1571,77.1634,301.4,2009,8,UV-Vis Spectroscopy,28.1,826.3,7.42,86.3,21.1,173.3,28258212,2008
761,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Ajoene,Allixin glucoside,0.904,2.8766,2.0575,1.5124,0.318,"Chandigarh, Punjab",30.7574,76.9548,272.9,2012,7,HPTLC,26.7,821.1,7.31,88.5,19.5,164.5,28549428,2010
762,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Diallyl disulfide,Allixin glucoside,0.9991,2.6331,1.8848,1.5211,0.232,"Chandigarh, Punjab",30.3585,76.9333,316.3,2011,6,HPLC-MS,30.8,796.8,7.64,99.1,17.3,204.2,28478593,2011
763,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Allicin,Allixin glucoside,0.8654,3.4867,1.3259,1.6363,0.155,"Chandigarh, Punjab",30.4999,76.7664,315.0,2009,10,HPTLC,23.7,606.1,7.22,78.8,19.8,217.6,28158845,2007
764,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Allicin,Allixin glucoside,0.7367,2.6009,1.3971,1.8807,0.404,"Chandigarh, Punjab",31.0394,76.7323,372.6,2007,12,HPLC,18.4,369.7,7.63,80.3,23.2,150.2,28440890,2007
765,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Ajoene,Allixin glucoside,0.8497,2.3454,1.1788,1.3643,0.187,"Chandigarh, Punjab",30.9398,77.1276,297.2,2015,2,HPTLC,17.6,290.8,7.61,85.4,14.3,187.1,28473220,2013
766,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Diallyl disulfide,Allixin glucoside,1.0017,2.4956,1.2414,1.7137,0.173,"Chandigarh, Punjab",30.4843,76.372,396.1,2005,4,HPLC,27.3,621.7,7.83,91.8,19.1,178.6,28531455,2005
767,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Ajoene,Allixin glucoside,0.7373,2.8181,1.6415,1.685,0.218,"Chandigarh, Punjab",30.6084,77.2534,304.1,2018,11,HPLC-MS,20.7,493.7,6.65,68.5,25.0,146.8,28476457,2017
768,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Diallyl disulfide,Allixin glucoside,0.8843,2.887,1.7435,1.4876,0.32,"Chandigarh, Punjab",30.0514,77.0196,304.9,2010,5,GC-MS,28.6,790.0,8.49,110.0,21.9,210.7,28282039,2008
769,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Ajoene,Allixin glucoside,0.8422,3.6109,1.9851,1.36,0.362,"Shimla, Himachal Pradesh",31.3595,76.9611,2477.5,2020,5,GC-MS,15.1,1199.4,5.81,106.9,21.3,157.6,27208874,2019
770,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Allicin,Allixin glucoside,0.7554,2.7612,1.9753,1.8846,0.486,"Shimla, Himachal Pradesh",31.1889,77.0261,1986.0,2010,10,HPLC,14.7,1203.3,5.97,115.3,13.9,156.6,26839772,2010
771,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Diallyl disulfide,Allixin glucoside,0.9373,2.2427,1.9535,1.6876,0.491,"Shimla, Himachal Pradesh",31.3429,76.887,1965.9,2014,2,GC-MS,10.7,875.0,5.8,89.6,29.6,150.9,27264402,2014
772,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Allicin,Allixin glucoside,0.8511,3.6876,1.9845,1.1808,0.358,"Shimla, Himachal Pradesh",31.1479,77.7335,2047.0,2023,8,HPLC-MS,17.2,1485.9,6.52,78.5,6.5,175.7,26861158,2022
773,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Allicin,Allixin glucoside,0.8408,3.6419,1.8644,1.7336,0.292,"Shimla, Himachal Pradesh",31.2158,77.3565,2215.1,2006,9,HPTLC,13.5,1250.2,6.06,98.5,25.9,178.8,26801598,2005
774,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Ajoene,Allixin glucoside,1.0969,2.1675,1.3771,1.5782,0.269,"Shimla, Himachal Pradesh",31.3532,76.5704,2138.6,2020,4,HPTLC,10.7,906.7,5.25,105.5,19.0,193.4,27171438,2018
775,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Diallyl disulfide,Allixin glucoside,0.8464,2.8258,1.3176,1.9784,0.103,"Shimla, Himachal Pradesh",31.4761,76.9906,2113.1,2017,11,GC-MS,8.5,965.1,5.91,85.1,20.2,183.1,27175162,2016
776,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Allicin,Allixin glucoside,1.0014,2.9641,1.1237,2.1427,0.461,"Shimla, Himachal Pradesh",31.1265,77.2033,1679.3,2005,2,HPLC,10.2,1000.8,6.04,96.2,19.7,172.6,27282536,2005
777,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Allicin,Allixin glucoside,1.0513,3.3828,2.2839,1.6194,0.416,"Shimla, Himachal Pradesh",30.6882,77.3956,2425.3,2022,5,HPLC,14.2,1214.5,5.97,91.4,12.9,161.0,27116837,2021
778,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Diallyl disulfide,Allixin glucoside,0.7232,2.6056,1.4565,1.8236,0.128,"Shimla, Himachal Pradesh",30.8564,76.8787,2433.5,2021,1,HPLC,7.3,862.3,6.58,94.2,17.6,168.1,27027386,2021
779,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Ajoene,Allixin glucoside,0.7619,2.8151,2.0185,1.5179,0.423,"Shimla, Himachal Pradesh",30.9148,76.8403,2636.1,2010,2,HPTLC,8.0,770.2,6.06,86.0,11.6,174.4,26896642,2010
780,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Diallyl disulfide,Allixin glucoside,0.8015,3.306,1.8218,1.7965,0.324,"Shimla, Himachal Pradesh",31.1334,77.3604,2284.9,2008,9,HPLC-MS,15.1,1320.2,6.44,92.5,18.6,160.1,27218426,2006
781,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Allicin,Allixin glucoside,1.0078,3.2507,1.6883,1.696,0.269,"Shimla, Himachal Pradesh",31.5147,76.7667,2456.4,2017,10,GC-MS,13.0,1120.6,5.84,84.5,20.9,151.1,27012253,2015
782,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Allicin,Allixin glucoside,0.9715,2.4989,1.7422,1.6742,0.384,"Shimla, Himachal Pradesh",31.0321,76.9937,2178.4,2012,3,HPTLC,10.5,1025.6,5.74,112.0,26.1,126.0,27084338,2011
783,Allium sativum,Garlic,Amaryllidaceae,Alliin,Myricetin,Diallyl disulfide,Allixin glucoside,0.871,2.7102,1.7889,1.6431,0.329,"Shimla, Himachal Pradesh",30.7262,77.1078,2886.0,2013,5,HPLC,15.2,1165.4,6.01,84.5,17.5,172.0,27225319,2013
784,Allium sativum,Garlic,Amaryllidaceae,Alliin,Quercetin,Diallyl disulfide,Allixin glucoside,0.9738,2.8648,1.6755,1.796,0.351,"Shimla, Himachal Pradesh",30.8116,77.0183,2167.0,2014,3,HPLC-MS,11.1,902.2,6.04,108.5,21.8,187.1,27102537,2013
785,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Eugenol,Cinnamic acid glucoside,1.4965,3.5463,3.3211,1.4031,0.267,"Western Ghats, Karnataka",12.5174,74.9557,1098.2,2019,2,HPLC-MS,21.1,1543.8,6.07,117.8,24.2,203.9,29751981,2019
786,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Cinnamaldehyde,Cinnamic acid glucoside,1.7089,3.8569,3.0116,1.2698,0.346,"Western Ghats, Karnataka",12.1394,75.6902,1031.5,2018,4,HPLC,22.0,1908.9,5.16,110.7,29.2,204.5,29852707,2016
787,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Cinnamaldehyde,Cinnamic acid glucoside,1.7974,6.0731,3.9489,1.2671,0.22,"Western Ghats, Karnataka",13.2442,75.3509,933.0,2018,7,GC-MS,27.0,3716.3,5.52,136.2,26.5,224.7,29962228,2017
788,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Cinnamaldehyde,Cinnamic acid glucoside,1.4162,5.2818,4.0027,1.1757,0.203,"Western Ghats, Karnataka",11.9855,74.7423,863.0,2017,9,HPTLC,27.6,2834.6,5.57,134.2,24.8,230.4,29831517,2015
789,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Cinnamaldehyde,Cinnamic acid glucoside,1.5344,5.646,3.0315,1.3893,0.227,"Western Ghats, Karnataka",11.957,75.7714,1359.5,2021,10,HPLC,24.5,2226.9,5.53,126.6,29.0,194.6,29921499,2019
790,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Linalool,Cinnamic acid glucoside,1.3684,2.8415,2.6554,1.713,0.169,"Western Ghats, Karnataka",12.4513,75.068,909.2,2014,1,UV-Vis Spectroscopy,20.5,1505.2,5.48,124.4,35.1,186.6,29724823,2014
791,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Cinnamaldehyde,Cinnamic acid glucoside,1.2922,5.6882,2.2216,1.6181,0.345,"Western Ghats, Karnataka",12.0922,75.0573,890.6,2017,10,HPLC-MS,26.5,2190.8,5.74,123.1,18.0,186.9,29877781,2016
792,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.4113,5.1656,3.5365,1.19,0.205,"Western Ghats, Karnataka",12.9123,75.2364,934.2,2018,9,HPLC-MS,28.2,2145.8,5.26,114.4,23.8,190.2,29862896,2018
793,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.3346,4.5749,2.1053,1.4701,0.353,"Western Ghats, Karnataka",11.696,75.4119,1130.2,2021,11,GC-MS,20.6,1687.7,5.21,120.8,25.5,187.8,30054083,2020
794,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Eugenol,Cinnamic acid glucoside,1.7761,5.6291,3.3941,1.2261,0.208,"Western Ghats, Karnataka",12.6967,75.5605,1130.7,2017,8,HPLC-MS,28.3,2994.5,5.45,128.1,34.2,166.4,29761858,2015
795,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Cinnamaldehyde,Cinnamic acid glucoside,1.9203,6.1021,3.7848,1.3597,0.347,"Western Ghats, Karnataka",12.5279,75.7027,709.3,2021,7,HPLC-MS,31.2,3118.6,5.55,106.6,24.8,191.4,30064611,2020
796,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Cinnamaldehyde,Cinnamic acid glucoside,1.2829,3.3715,1.2295,1.3077,0.481,"Western Ghats, Karnataka",12.7689,74.9329,1219.7,2011,1,HPTLC,20.8,1461.6,5.77,142.9,19.8,223.4,29690127,2010
797,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Linalool,Cinnamic acid glucoside,1.7562,5.3348,3.426,1.1841,0.318,"Western Ghats, Karnataka",12.4,75.3004,759.5,2020,7,HPLC-MS,31.1,3367.9,5.23,111.4,27.8,182.3,29715505,2018
798,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.2298,3.4992,2.5119,1.0051,0.398,"Western Ghats, Karnataka",12.2636,75.7299,1236.6,2012,2,HPTLC,20.1,2160.6,5.5,118.8,24.0,210.3,30031977,2012
799,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Eugenol,Cinnamic acid glucoside,1.5098,3.3783,2.8207,1.6764,0.321,"Western Ghats, Karnataka",12.6048,75.4187,1148.8,2015,12,GC-MS,19.8,1372.4,5.41,110.0,20.4,235.7,30111373,2015
800,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Cinnamaldehyde,Cinnamic acid glucoside,1.4681,4.3112,2.1601,1.0212,0.499,"Western Ghats, Karnataka",12.0102,75.6773,830.3,2016,3,GC-MS,22.8,1917.1,5.64,125.5,21.5,208.0,29829833,2015
801,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Linalool,Cinnamic acid glucoside,1.4748,3.6551,1.7343,1.5214,0.144,"Western Ghats, Karnataka",12.9524,75.6534,1071.3,2008,1,HPLC-MS,17.4,1771.4,5.31,124.2,24.0,199.5,30130739,2008
802,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.452,3.3767,3.0317,1.0689,0.308,"Western Ghats, Karnataka",12.4519,75.5202,1036.0,2016,4,HPLC,26.5,2826.4,5.54,110.9,32.4,171.1,29690105,2015
803,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Cinnamaldehyde,Cinnamic acid glucoside,1.5167,5.3915,3.6741,1.3947,0.159,"Western Ghats, Karnataka",12.3888,75.4307,1112.0,2010,9,GC-MS,26.3,2739.8,5.27,119.3,26.5,172.0,29742181,2010
804,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Linalool,Cinnamic acid glucoside,1.5595,3.9986,2.8065,1.3302,0.386,"Western Ghats, Karnataka",12.7576,75.4172,814.3,2010,4,HPLC,24.0,2540.8,5.72,146.6,20.0,223.3,29722971,2010
805,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Cinnamaldehyde,Cinnamic acid glucoside,1.4619,4.491,2.2342,1.0909,0.364,"Western Ghats, Karnataka",12.7031,75.8327,1111.3,2009,2,HPLC,20.6,1605.0,5.53,118.8,26.8,178.7,30028342,2007
806,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Cinnamaldehyde,Cinnamic acid glucoside,1.1028,3.6191,3.2745,1.3725,0.28,"Western Ghats, Karnataka",13.0319,75.738,878.4,2019,1,HPLC,19.0,1390.6,5.1,120.7,16.1,238.4,29760601,2018
807,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Cinnamaldehyde,Cinnamic acid glucoside,1.4462,3.4464,2.3086,1.1721,0.295,"Western Ghats, Karnataka",12.5803,75.7559,928.9,2013,12,HPLC,19.3,1392.5,5.15,121.2,17.5,221.4,29856766,2011
808,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.7959,5.4154,3.2294,1.1416,0.482,"Western Ghats, Karnataka",12.8822,75.7612,1098.7,2009,6,HPLC,26.7,3318.1,5.4,130.1,24.9,202.6,29789793,2009
809,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Cinnamaldehyde,Cinnamic acid glucoside,1.2542,5.0053,3.3289,1.2742,0.188,"Western Ghats, Karnataka",12.7387,75.662,1138.7,2016,9,HPLC,24.8,2819.2,6.01,119.8,25.5,197.7,29881372,2015
810,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Eugenol,Cinnamic acid glucoside,1.3049,3.5464,2.6983,0.9629,0.483,"Nilgiri Hills, Tamil Nadu",11.3023,76.7219,1754.1,2007,3,HPLC-MS,16.7,1143.9,4.79,100.2,26.1,172.7,35180149,2007
811,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Eugenol,Cinnamic acid glucoside,1.7985,4.9263,2.6285,1.2358,0.378,"Nilgiri Hills, Tamil Nadu",11.5339,76.5079,1602.7,2023,11,HPLC,16.2,1260.2,5.31,100.7,30.8,176.8,35168327,2023
812,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Linalool,Cinnamic acid glucoside,1.1045,4.5414,3.1058,1.4573,0.219,"Nilgiri Hills, Tamil Nadu",11.3506,76.5569,1784.2,2009,12,HPLC,12.7,985.2,5.16,103.9,19.1,177.7,35251839,2007
813,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Linalool,Cinnamic acid glucoside,1.3688,4.9803,3.3678,1.3914,0.142,"Nilgiri Hills, Tamil Nadu",11.4903,76.56,2320.4,2021,11,HPLC-MS,16.4,1411.1,5.32,80.8,17.9,176.5,35049058,2021
814,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Eugenol,Cinnamic acid glucoside,1.4893,4.9067,3.1935,1.628,0.314,"Nilgiri Hills, Tamil Nadu",10.7717,76.4169,1823.2,2018,11,HPTLC,13.8,1076.8,5.13,112.0,24.5,207.9,35183396,2016
815,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Linalool,Cinnamic acid glucoside,1.9965,5.2316,3.9756,1.1669,0.238,"Nilgiri Hills, Tamil Nadu",11.8031,76.5129,1888.6,2009,7,HPLC-MS,23.0,2206.2,5.15,88.0,19.4,147.3,35476475,2007
816,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Cinnamaldehyde,Cinnamic acid glucoside,1.764,3.3004,2.2556,1.179,0.165,"Nilgiri Hills, Tamil Nadu",11.4634,76.6368,2836.7,2008,11,HPLC,16.3,1213.3,4.75,101.7,28.2,197.2,35302752,2007
817,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Eugenol,Cinnamic acid glucoside,1.4018,3.7872,2.832,1.4808,0.419,"Nilgiri Hills, Tamil Nadu",11.5906,77.6327,1907.0,2005,12,HPLC,12.5,1007.1,5.22,91.9,22.8,191.9,35267764,2005
